ID_Antibiotico,ID_Periodo,ID_Microrganismo,ID_Sitio,N_amostra,N_sensivel,P_sensibilidade,ID_Antibiotico_1,NomeAntibiotico,ID_Microrganismo_1,NomeMicrorganismo,ID_Periodo_1,NomePeriodo,DescricaoPeriodo,ID_Sitio_1,NomeSitio
4,1,1,1,1,0.0,0,4,Ampicilina/sulbactam,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
4,1,1,2,1,0.0,0,4,Ampicilina/sulbactam,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
4,1,3,3,1,0.0,0,4,Ampicilina/sulbactam,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
4,1,3,4,1,0.0,0,4,Ampicilina/sulbactam,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
4,1,6,2,1,0.0,0,4,Ampicilina/sulbactam,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
4,1,10,1,1,0.0,0,4,Ampicilina/sulbactam,10,Klebsiella oxytoca,1,201901,1° sem. de 2019,1,Geral
4,1,10,4,1,0.0,0,4,Ampicilina/sulbactam,10,Klebsiella oxytoca,1,201901,1° sem. de 2019,4,Sistema respiratório
4,1,20,4,1,0.0,0,4,Ampicilina/sulbactam,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
4,1,21,4,1,0.0,0,4,Ampicilina/sulbactam,21,Serratia marcescens,1,201901,1° sem. de 2019,4,Sistema respiratório
6,1,35,7,1,0.0,0,6,Benzilpenicilina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
6,1,37,1,1,0.0,0,6,Benzilpenicilina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,1,Geral
6,1,37,5,1,0.0,0,6,Benzilpenicilina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,5,Sistema urinário
6,1,38,1,1,0.0,0,6,Benzilpenicilina,38,Staphylococcus warneri,1,201901,1° sem. de 2019,1,Geral
6,1,38,2,1,0.0,0,6,Benzilpenicilina,38,Staphylococcus warneri,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
8,1,14,1,1,0.0,0,8,Cefalotina,14,Proteus penneri,1,201901,1° sem. de 2019,1,Geral
8,1,14,5,1,0.0,0,8,Cefalotina,14,Proteus penneri,1,201901,1° sem. de 2019,5,Sistema urinário
8,1,23,1,1,0.0,0,8,Cefalotina,23,Shigella sonnei,1,201901,1° sem. de 2019,1,Geral
8,1,23,5,1,0.0,0,8,Cefalotina,23,Shigella sonnei,1,201901,1° sem. de 2019,5,Sistema urinário
9,1,3,3,1,0.0,0,9,Cefepima,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
9,1,3,4,1,0.0,0,9,Cefepima,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
9,1,6,2,1,0.0,0,9,Cefepima,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
9,1,19,1,1,0.0,0,9,Cefepima,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
9,1,19,5,1,0.0,0,9,Cefepima,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
9,1,20,4,1,0.0,0,9,Cefepima,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
10,1,1,1,1,0.0,0,10,Cefoxitina,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
10,1,1,2,1,0.0,0,10,Cefoxitina,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
10,1,3,3,1,0.0,0,10,Cefoxitina,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
10,1,3,4,1,0.0,0,10,Cefoxitina,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
10,1,6,2,1,0.0,0,10,Cefoxitina,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
10,1,21,4,1,0.0,0,10,Cefoxitina,21,Serratia marcescens,1,201901,1° sem. de 2019,4,Sistema respiratório
10,1,22,1,1,0.0,0,10,Cefoxitina,22,Serratia rubidaea,1,201901,1° sem. de 2019,1,Geral
10,1,22,3,1,0.0,0,10,Cefoxitina,22,Serratia rubidaea,1,201901,1° sem. de 2019,3,Hemocultura
12,1,1,1,1,0.0,0,12,Ceftazidima,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
12,1,1,2,1,0.0,0,12,Ceftazidima,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
12,1,6,2,1,0.0,0,12,Ceftazidima,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
12,1,20,4,1,0.0,0,12,Ceftazidima,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
13,1,1,1,1,0.0,0,13,Ceftriaxona,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
13,1,1,2,1,0.0,0,13,Ceftriaxona,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
13,1,3,3,1,0.0,0,13,Ceftriaxona,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
13,1,3,4,1,0.0,0,13,Ceftriaxona,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
13,1,6,2,1,0.0,0,13,Ceftriaxona,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
13,1,19,1,1,0.0,0,13,Ceftriaxona,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
13,1,19,5,1,0.0,0,13,Ceftriaxona,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
13,1,20,4,1,0.0,0,13,Ceftriaxona,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
14,1,1,1,1,0.0,0,14,Cefuroxima,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
14,1,1,2,1,0.0,0,14,Cefuroxima,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
14,1,3,3,1,0.0,0,14,Cefuroxima,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
14,1,3,4,1,0.0,0,14,Cefuroxima,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
14,1,6,2,1,0.0,0,14,Cefuroxima,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
14,1,14,1,1,0.0,0,14,Cefuroxima,14,Proteus penneri,1,201901,1° sem. de 2019,1,Geral
14,1,14,5,1,0.0,0,14,Cefuroxima,14,Proteus penneri,1,201901,1° sem. de 2019,5,Sistema urinário
14,1,19,1,1,0.0,0,14,Cefuroxima,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
14,1,19,5,1,0.0,0,14,Cefuroxima,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
14,1,20,4,1,0.0,0,14,Cefuroxima,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
14,1,21,4,1,0.0,0,14,Cefuroxima,21,Serratia marcescens,1,201901,1° sem. de 2019,4,Sistema respiratório
14,1,22,1,1,0.0,0,14,Cefuroxima,22,Serratia rubidaea,1,201901,1° sem. de 2019,1,Geral
14,1,22,3,1,0.0,0,14,Cefuroxima,22,Serratia rubidaea,1,201901,1° sem. de 2019,3,Hemocultura
14,1,23,1,1,0.0,0,14,Cefuroxima,23,Shigella sonnei,1,201901,1° sem. de 2019,1,Geral
14,1,23,5,1,0.0,0,14,Cefuroxima,23,Shigella sonnei,1,201901,1° sem. de 2019,5,Sistema urinário
15,1,1,1,1,0.0,0,15,Cefuroxima Axetil,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
15,1,1,2,1,0.0,0,15,Cefuroxima Axetil,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
15,1,3,3,1,0.0,0,15,Cefuroxima Axetil,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
15,1,3,4,1,0.0,0,15,Cefuroxima Axetil,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
15,1,6,2,1,0.0,0,15,Cefuroxima Axetil,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
15,1,14,1,1,0.0,0,15,Cefuroxima Axetil,14,Proteus penneri,1,201901,1° sem. de 2019,1,Geral
15,1,14,5,1,0.0,0,15,Cefuroxima Axetil,14,Proteus penneri,1,201901,1° sem. de 2019,5,Sistema urinário
15,1,19,1,1,0.0,0,15,Cefuroxima Axetil,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
15,1,19,5,1,0.0,0,15,Cefuroxima Axetil,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
15,1,20,4,1,0.0,0,15,Cefuroxima Axetil,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
15,1,21,4,1,0.0,0,15,Cefuroxima Axetil,21,Serratia marcescens,1,201901,1° sem. de 2019,4,Sistema respiratório
15,1,22,1,1,0.0,0,15,Cefuroxima Axetil,22,Serratia rubidaea,1,201901,1° sem. de 2019,1,Geral
15,1,22,3,1,0.0,0,15,Cefuroxima Axetil,22,Serratia rubidaea,1,201901,1° sem. de 2019,3,Hemocultura
15,1,23,1,1,0.0,0,15,Cefuroxima Axetil,23,Shigella sonnei,1,201901,1° sem. de 2019,1,Geral
15,1,23,5,1,0.0,0,15,Cefuroxima Axetil,23,Shigella sonnei,1,201901,1° sem. de 2019,5,Sistema urinário
16,1,1,1,1,0.0,0,16,Ciprofloxacina,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
16,1,1,2,1,0.0,0,16,Ciprofloxacina,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
16,1,3,3,1,0.0,0,16,Ciprofloxacina,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
16,1,3,4,1,0.0,0,16,Ciprofloxacina,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
16,1,11,7,1,0.0,0,16,Ciprofloxacina,11,Klebsiella pneumoniae ssp pneumoniae,1,201901,1° sem. de 2019,7,Cavidade abdominal
16,1,13,3,1,0.0,0,16,Ciprofloxacina,13,Proteus mirabilis,1,201901,1° sem. de 2019,3,Hemocultura
16,1,16,5,1,0.0,0,16,Ciprofloxacina,16,Providencia stuartii,1,201901,1° sem. de 2019,5,Sistema urinário
16,1,19,1,1,0.0,0,16,Ciprofloxacina,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
16,1,19,5,1,0.0,0,16,Ciprofloxacina,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
16,1,20,4,1,0.0,0,16,Ciprofloxacina,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
16,1,35,7,1,0.0,0,16,Ciprofloxacina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
17,1,24,3,1,0.0,0,17,Clindamicina,24,Enterococcus durans,1,201901,1° sem. de 2019,3,Hemocultura
17,1,24,5,1,0.0,0,17,Clindamicina,24,Enterococcus durans,1,201901,1° sem. de 2019,5,Sistema urinário
17,1,25,2,1,0.0,0,17,Clindamicina,25,Enterococcus faecalis,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
17,1,35,7,1,0.0,0,17,Clindamicina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
17,1,37,1,1,0.0,0,17,Clindamicina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,1,Geral
17,1,37,5,1,0.0,0,17,Clindamicina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,5,Sistema urinário
19,1,24,5,1,0.0,0,19,Eritromicina,24,Enterococcus durans,1,201901,1° sem. de 2019,5,Sistema urinário
19,1,25,3,1,0.0,0,19,Eritromicina,25,Enterococcus faecalis,1,201901,1° sem. de 2019,3,Hemocultura
19,1,25,2,1,0.0,0,19,Eritromicina,25,Enterococcus faecalis,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
19,1,35,7,1,0.0,0,19,Eritromicina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
19,1,37,1,1,0.0,0,19,Eritromicina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,1,Geral
19,1,37,5,1,0.0,0,19,Eritromicina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,5,Sistema urinário
20,1,1,1,1,0.0,0,20,Ertapenem,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
20,1,1,2,1,0.0,0,20,Ertapenem,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
20,1,6,2,1,0.0,0,20,Ertapenem,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
21,1,25,3,1,0.0,0,21,Estreptomicina Alto Nível (Sinergia),25,Enterococcus faecalis,1,201901,1° sem. de 2019,3,Hemocultura
21,1,25,2,1,0.0,0,21,Estreptomicina Alto Nível (Sinergia),25,Enterococcus faecalis,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
24,1,1,1,1,0.0,0,24,Gentamicina,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
24,1,1,2,1,0.0,0,24,Gentamicina,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
24,1,3,3,1,0.0,0,24,Gentamicina,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
24,1,3,4,1,0.0,0,24,Gentamicina,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
24,1,16,5,1,0.0,0,24,Gentamicina,16,Providencia stuartii,1,201901,1° sem. de 2019,5,Sistema urinário
24,1,20,4,1,0.0,0,24,Gentamicina,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
24,1,23,1,1,0.0,0,24,Gentamicina,23,Shigella sonnei,1,201901,1° sem. de 2019,1,Geral
24,1,23,5,1,0.0,0,24,Gentamicina,23,Shigella sonnei,1,201901,1° sem. de 2019,5,Sistema urinário
24,1,35,7,1,0.0,0,24,Gentamicina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
25,1,25,3,1,0.0,0,25,Gentamicina Alto Nível (Sinergia),25,Enterococcus faecalis,1,201901,1° sem. de 2019,3,Hemocultura
26,1,3,3,1,0.0,0,26,Imipenem,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
26,1,3,4,1,0.0,0,26,Imipenem,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
26,1,6,2,1,0.0,0,26,Imipenem,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
26,1,16,5,1,0.0,0,26,Imipenem,16,Providencia stuartii,1,201901,1° sem. de 2019,5,Sistema urinário
26,1,20,4,1,0.0,0,26,Imipenem,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
27,1,24,3,1,0.0,0,27,Levofloxacina,24,Enterococcus durans,1,201901,1° sem. de 2019,3,Hemocultura
27,1,25,3,1,0.0,0,27,Levofloxacina,25,Enterococcus faecalis,1,201901,1° sem. de 2019,3,Hemocultura
27,1,25,2,1,0.0,0,27,Levofloxacina,25,Enterococcus faecalis,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
28,1,24,3,1,0.0,0,28,Linezolid,24,Enterococcus durans,1,201901,1° sem. de 2019,3,Hemocultura
29,1,3,3,1,0.0,0,29,Meropenem,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
29,1,6,2,1,0.0,0,29,Meropenem,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
29,1,20,4,1,0.0,0,29,Meropenem,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
31,1,35,7,1,0.0,0,31,Moxifloxacina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
32,1,14,1,1,0.0,0,32,Nitrofurantoína,14,Proteus penneri,1,201901,1° sem. de 2019,1,Geral
32,1,14,5,1,0.0,0,32,Nitrofurantoína,14,Proteus penneri,1,201901,1° sem. de 2019,5,Sistema urinário
32,1,19,1,1,0.0,0,32,Nitrofurantoína,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
32,1,19,5,1,0.0,0,32,Nitrofurantoína,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
33,1,19,1,1,0.0,0,33,Norfloxacina,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
33,1,19,5,1,0.0,0,33,Norfloxacina,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
33,1,35,7,1,0.0,0,33,Norfloxacina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
34,1,35,7,1,0.0,0,34,Oxacilina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
34,1,38,1,1,0.0,0,34,Oxacilina,38,Staphylococcus warneri,1,201901,1° sem. de 2019,1,Geral
34,1,38,2,1,0.0,0,34,Oxacilina,38,Staphylococcus warneri,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
35,1,1,1,1,0.0,0,35,Piperacilina/Tazobactam,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,1,Geral
35,1,1,2,1,0.0,0,35,Piperacilina/Tazobactam,1,Acinetobacter baumannii,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
35,1,3,4,1,0.0,0,35,Piperacilina/Tazobactam,3,Burkholderia cepacia,1,201901,1° sem. de 2019,4,Sistema respiratório
35,1,6,2,1,0.0,0,35,Piperacilina/Tazobactam,6,Enterobacter aerogenes,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
35,1,19,1,1,0.0,0,35,Piperacilina/Tazobactam,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
35,1,19,5,1,0.0,0,35,Piperacilina/Tazobactam,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
35,1,20,4,1,0.0,0,35,Piperacilina/Tazobactam,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
36,1,37,1,1,0.0,0,36,Resistência induzida a clindamicina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,1,Geral
36,1,37,5,1,0.0,0,36,Resistência induzida a clindamicina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,5,Sistema urinário
37,1,35,7,1,0.0,0,37,Rifampicina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
39,1,35,7,1,0.0,0,39,Teste de screening de cefoxitina,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
39,1,37,1,1,0.0,0,39,Teste de screening de cefoxitina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,1,Geral
39,1,37,5,1,0.0,0,39,Teste de screening de cefoxitina,37,Staphylococcus saprophyticus,1,201901,1° sem. de 2019,5,Sistema urinário
39,1,38,1,1,0.0,0,39,Teste de screening de cefoxitina,38,Staphylococcus warneri,1,201901,1° sem. de 2019,1,Geral
39,1,38,2,1,0.0,0,39,Teste de screening de cefoxitina,38,Staphylococcus warneri,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
40,1,3,3,1,0.0,0,40,Tigeciclina,3,Burkholderia cepacia,1,201901,1° sem. de 2019,3,Hemocultura
40,1,11,7,1,0.0,0,40,Tigeciclina,11,Klebsiella pneumoniae ssp pneumoniae,1,201901,1° sem. de 2019,7,Cavidade abdominal
40,1,13,3,1,0.0,0,40,Tigeciclina,13,Proteus mirabilis,1,201901,1° sem. de 2019,3,Hemocultura
40,1,16,5,1,0.0,0,40,Tigeciclina,16,Providencia stuartii,1,201901,1° sem. de 2019,5,Sistema urinário
40,1,20,4,1,0.0,0,40,Tigeciclina,20,Raoultella planticola,1,201901,1° sem. de 2019,4,Sistema respiratório
40,1,22,1,1,0.0,0,40,Tigeciclina,22,Serratia rubidaea,1,201901,1° sem. de 2019,1,Geral
40,1,22,3,1,0.0,0,40,Tigeciclina,22,Serratia rubidaea,1,201901,1° sem. de 2019,3,Hemocultura
41,1,25,2,1,0.0,0,41,Trimetoprim/Sulfametoxazol,25,Enterococcus faecalis,1,201901,1° sem. de 2019,2,Tecido epitelial e partes moles
41,1,19,1,1,0.0,0,41,Trimetoprim/Sulfametoxazol,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
41,1,19,5,1,0.0,0,41,Trimetoprim/Sulfametoxazol,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
41,1,23,1,1,0.0,0,41,Trimetoprim/Sulfametoxazol,23,Shigella sonnei,1,201901,1° sem. de 2019,1,Geral
41,1,23,5,1,0.0,0,41,Trimetoprim/Sulfametoxazol,23,Shigella sonnei,1,201901,1° sem. de 2019,5,Sistema urinário
41,1,35,7,1,0.0,0,41,Trimetoprim/Sulfametoxazol,35,Staphylococcus haemolyticus,1,201901,1° sem. de 2019,7,Cavidade abdominal
42,1,24,3,1,0.0,0,42,Vancomicina,24,Enterococcus durans,1,201901,1° sem. de 2019,3,Hemocultura
45,1,19,1,1,0.0,0,45,Ácido Nalidíxico,19,Pseudomonas putida,1,201901,1° sem. de 2019,1,Geral
45,1,19,5,1,0.0,0,45,Ácido Nalidíxico,19,Pseudomonas putida,1,201901,1° sem. de 2019,5,Sistema urinário
1,2,39,1,1,0.0,0,1,Amicacina,39,Achromobacter denitrificans,2,201902,2° sem. de 2019,1,Geral
1,2,39,2,1,0.0,0,1,Amicacina,39,Achromobacter denitrificans,2,201902,2° sem. de 2019,2,Tecido epitelial e partes moles
1,2,4,2,1,0.0,0,1,Amicacina,4,Citrobacter freundii,2,201902,2° sem. de 2019,2,Tecido epitelial e partes moles
1,2,41,1,1,0.0,0,1,Amicacina,41,Elizabethkingia meningoseptica,2,201902,2° sem. de 2019,1,Geral
1,2,41,3,1,0.0,0,1,Amicacina,41,Elizabethkingia meningoseptica,2,201902,2° sem. de 2019,3,Hemocultura
1,2,46,1,1,0.0,0,1,Amicacina,46,Salmonella group,2,201902,2° sem. de 2019,1,Geral
1,2,46,2,1,0.0,0,1,Amicacina,46,Salmonella group,2,201902,2° sem. de 2019,2,Tecido epitelial e partes moles
2,2,15,1,1,0.0,0,2,Amoxicilina/Ácido clavulânico,15,Providencia rettgeri,2,201902,2° sem. de 2019,1,Geral
2,2,15,5,1,0.0,0,2,Amoxicilina/Ácido clavulânico,15,Providencia rettgeri,2,201902,2° sem. de 2019,5,Sistema urinário
3,2,4,5,1,0.0,0,3,Ampicilina,4,Citrobacter freundii,2,201902,2° sem. de 2019,5,Sistema urinário
3,2,4,2,1,0.0,0,3,Ampicilina,4,Citrobacter freundii,2,201902,2° sem. de 2019,2,Tecido epitelial e partes moles
3,2,26,2,1,0.0,0,3,Ampicilina,26,Enterococcus faecium,2,201902,2° sem. de 2019,2,Tecido epitelial e partes moles
3,2,8,7,1,0.0,0,3,Ampicilina,8,Escherichia coli,2,201902,2° sem. de 2019,7,Cavidade abdominal
3,2,8,4,1,0.0,0,3,Ampicilina,8,Escherichia coli,2,201902,2° sem. de 2019,4,Sistema respiratório
3,2,10,1,1,0.0,0,3,Ampicilina,10,Klebsiella oxytoca,2,201902,2° sem. de 2019,1,Geral
3,2,10,3,1,0.0,0,3,Ampicilina,10,Klebsiella oxytoca,2,201902,2° sem. de 2019,3,Hemocultura
